stn_code,mrt_station_english,mrt_station_chinese,mrt_line_english,mrt_line_chinese,onemap_query,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE
NS1,Jurong East,裕廊东,North South Line ,南北线,Jurong East MRT,JURONG EAST MRT STATION (EW24 / NS1),10,JURONG EAST STREET 12,JURONG EAST MRT STATION (EW24 / NS1),10 JURONG EAST STREET 12 JURONG EAST MRT STATION (EW24 / NS1) SINGAPORE 609690,609690,17869.0570516568,35038.9688695427,1.33315281585758,103.742286332403,103.742286332403
NS2,Bukit Batok,武吉巴督,North South Line,南北线,Bukit Batok MRT,BUKIT BATOK MRT STATION (NS2),10,BUKIT BATOK CENTRAL,BUKIT BATOK MRT STATION (NS2),10 BUKIT BATOK CENTRAL BUKIT BATOK MRT STATION (NS2) SINGAPORE 659958,659958,18679.3223191258,36794.9260214306,1.34903331201636,103.749566478309,103.749566478309
NS3,Bukit Gombak,武吉甘柏,North South Line,南北线,Bukit Gombak MRT,BUKIT GOMBAK MRT STATION (NS3),802,BUKIT BATOK WEST AVENUE 5,BUKIT GOMBAK MRT STATION (NS3),802 BUKIT BATOK WEST AVENUE 5 BUKIT GOMBAK MRT STATION (NS3) SINGAPORE 659083,659083,18926.9127006577,37854.0358848721,1.35861159094192,103.751790910733,103.751790910733
NS4,Choa Chu Kang,蔡厝港,North South Line,南北线,Choa Chu Kang MRT,CHOA CHU KANG MRT STATION (NS4),10,CHOA CHU KANG AVENUE 4,CHOA CHU KANG MRT STATION (NS4),10 CHOA CHU KANG AVENUE 4 CHOA CHU KANG MRT STATION (NS4) SINGAPORE 689810,689810,18101.2472041463,40812.1216052417,1.38536316540225,103.744370779756,103.744370779756
NS5,Yew Tee,油池,North South Line,南北线,Yew Tee MRT,YEW TEE MRT STATION (NS5),61,CHOA CHU KANG DRIVE,YEW TEE MRT STATION (NS5),61 CHOA CHU KANG DRIVE YEW TEE MRT STATION (NS5) SINGAPORE 689715,689715,18438.9831173802,42158.0181021616,1.39753506936297,103.747405150236,103.747405150236
NS7,Kranji,克兰芝,North South Line,南北线,Kranji MRT,KRANJI MRT STATION (NS7),960,WOODLANDS ROAD,KRANJI MRT STATION (NS7),960 WOODLANDS ROAD KRANJI MRT STATION (NS7) SINGAPORE 738702,738702,20078.5865077013,45204.5168451127,1.42508698073648,103.762137459497,103.762137459497
NS8,Marsiling,马西岭,North South Line,南北线,Marsiling MRT,MARSILING MRT STATION (NS8),71,WOODLANDS AVENUE 3,MARSILING MRT STATION (NS8),71 WOODLANDS AVENUE 3 MARSILING MRT STATION (NS8) SINGAPORE 739044,739044,21407.0413211482,46026.5125302058,1.43252114855026,103.774074641403,103.774074641403
NS9,Woodlands,兀兰,North South Line,南北线,Woodlands MRT,WOODLANDS MRT STATION (TE2),11,WOODLANDS SQUARE,WOODLANDS MRT STATION (TE2),11 WOODLANDS SQUARE WOODLANDS MRT STATION (TE2) SINGAPORE 737736,737736,22949.9191319831,46417.5223346148,1.43605761708128,103.787938777173,103.787938777173
NS10,Admiralty,海军部,North South Line,南北线,Admiralty MRT,ADMIRALTY MRT STATION (NS10),70,WOODLANDS AVENUE 7,ADMIRALTY MRT STATION (NS10),70 WOODLANDS AVENUE 7 ADMIRALTY MRT STATION (NS10) SINGAPORE 738344,738344,24402.3866267931,46918.506801948,1.44058856161847,103.800990519771,103.800990519771
NS11,Sembawang,三巴旺,North South Line,南北线,Sembawang MRT,SEMBAWANG MRT STATION (NS11),11,CANBERRA ROAD,SEMBAWANG MRT STATION (NS11),11 CANBERRA ROAD SEMBAWANG MRT STATION (NS11) SINGAPORE 759775,759775,26522.9882623879,47854.1998395547,1.44905082158502,103.820046140211,103.820046140211
NS12,Canberra,坎 贝 拉,North South Line,南北线,Canberra MRT,CANBERRA MRT STATION (NS12),11,CANBERRA LINK,CANBERRA MRT STATION (NS12),11 CANBERRA LINK CANBERRA MRT STATION (NS12) SINGAPORE 756972,756972,27597.5969376964,47193.6008830499,1.44307664075699,103.829702590959,103.829702590959
NS13,Yishun,义顺,North South Line,南北线,Yishun MRT,YISHUN MRT STATION (NS13),301,YISHUN AVENUE 2,YISHUN MRT STATION (NS13),301 YISHUN AVENUE 2 YISHUN MRT STATION (NS13) SINGAPORE 769093,769093,28187.6788169928,45686.0705381557,1.42944308477331,103.835005047246,103.835005047246
NS14,Khatib,卡迪,North South Line,南北线,Khatib MRT,KHATIB MRT STATION (NS14),201,YISHUN AVENUE 2,KHATIB MRT STATION (NS14),201 YISHUN AVENUE 2 KHATIB MRT STATION (NS14) SINGAPORE 769092,769092,27962.3108561579,44352.5679935999,1.41738337009565,103.832979908243,103.832979908243
NS15,Yio Chu Kang,杨厝港,North South Line,南北线,Yio Chu Kang MRT,YIO CHU KANG MRT STATION (NS15),3000,ANG MO KIO AVENUE 8,YIO CHU KANG MRT STATION (NS15),3000 ANG MO KIO AVENUE 8 YIO CHU KANG MRT STATION (NS15) SINGAPORE 569813,569813,29294.1262330338,40413.0626359228,1.38175587099132,103.84494727118,103.84494727118
NS16,Ang Mo Kio,宏茂桥,North South Line,南北线,Ang Mo Kio MRT,ANG MO KIO MRT STATION (NS16),2795,ANG MO KIO AVENUE 8,ANG MO KIO MRT STATION (NS16),2795 ANG MO KIO AVENUE 8 ANG MO KIO MRT STATION (NS16) SINGAPORE 569812,569812,29807.2611468043,39105.7359950263,1.36993284962262,103.84955809232,103.84955809232
NS17,Bishan,碧山,North South Line,南北线,Bishan MRT,BISHAN MRT STATION (CC15),17,BISHAN PLACE,BISHAN MRT STATION (CC15),17 BISHAN PLACE BISHAN MRT STATION (CC15) SINGAPORE 579842,579842,29760.7755471431,37047.1573323701,1.35131580146658,103.84914026532,103.84914026532
NS18,Braddell,布莱德,North South Line,南北线,Braddell MRT,BRADDELL MRT STATION (NS18),377,LORONG 1 TOA PAYOH,BRADDELL MRT STATION (NS18),377 LORONG 1 TOA PAYOH BRADDELL MRT STATION (NS18) SINGAPORE 319756,319756,29500.2349482412,35847.7719815206,1.3404690010277,103.846799083148,103.846799083148
NS19,Toa Payoh,大巴窑,North South Line,南北线,Toa Payoh MRT,TOA PAYOH MRT STATION (NS19),510,LORONG 6 TOA PAYOH,TOA PAYOH MRT STATION (NS19),510 LORONG 6 TOA PAYOH TOA PAYOH MRT STATION (NS19) SINGAPORE 319398,319398,29578.4890669128,34980.8962922301,1.33262928096888,103.847502198048,103.847502198048
NS20,Novena,诺维娜,North South Line,南北线,Novena MRT,NOVENA MRT STATION (NS20),250,THOMSON ROAD,NOVENA MRT STATION (NS20),250 THOMSON ROAD NOVENA MRT STATION (NS20) SINGAPORE 307642,307642,29169.3297925005,33633.1535391063,1.32044079120154,103.843825618748,103.843825618748
NS21,Newton,纽顿,North South Line,南北线,Newton MRT,NEWTON MRT STATION (NS21),49,SCOTTS ROAD,NEWTON MRT STATION (NS21),49 SCOTTS ROAD NEWTON MRT STATION (NS21) SINGAPORE 228234,228234,28519.2830723543,32735.0770371091,1.3123189224097,103.837984594021,103.837984594021
NS22,Orchard,乌节,North South Line,南北线,Orchard MRT,ORCHARD BOULEVARD MRT STATION (TE13),20,ORCHARD BOULEVARD,ORCHARD BOULEVARD MRT STATION (TE13),20 ORCHARD BOULEVARD ORCHARD BOULEVARD MRT STATION (TE13) SINGAPORE 248654,248654,26948.2945375377,31640.7552477568,1.30242224836722,103.823868523249,103.823868523249
NS23,Somerset,索美塞,North South Line,南北线,Somerset MRT,SOMERSET MRT STATION (NS23),1,SOMERSET ROAD,SOMERSET MRT STATION (NS23),1 SOMERSET ROAD SOMERSET MRT STATION (NS23) SINGAPORE 238162,238162,28641.8346576076,31402.1245223526,1.30026416739006,103.839085753124,103.839085753124
NS24,Dhoby Ghaut,多美歌,North South Line,南北线,Dhoby Ghaut MRT,DHOBY GHAUT MRT STATION (NS24),11,ORCHARD ROAD,DHOBY GHAUT MRT STATION (NS24),11 ORCHARD ROAD DHOBY GHAUT MRT STATION (NS24) SINGAPORE 238826,238826,29423.9804536467,31229.3163704202,1.29870132536119,103.846113677951,103.846113677951
NS25,City Hall,政府大厦,North South Line,南北线,City Hall MRT,CITY HALL MRT STATION (EW13 / NS25),150,NORTH BRIDGE ROAD,CITY HALL MRT STATION (EW13 / NS25),150 NORTH BRIDGE ROAD CITY HALL MRT STATION (EW13 / NS25) SINGAPORE 179100,179100,30144.2503791479,30591.9008128252,1.29293672227779,103.852585580366,103.852585580366
NS26,Raffles Place,莱佛士坊,North South Line,南北线,Raffles Place MRT,RAFFLES PLACE MRT STATION,5,RAFFLES PLACE,RAFFLES PLACE MRT STATION,5 RAFFLES PLACE RAFFLES PLACE MRT STATION SINGAPORE 048618,048618,30019.3313532807,29596.3437267561,1.28393326234538,103.851463066212,103.851463066212
NS27,Marina Bay,滨海湾,North South Line,南北线,Marina Bay MRT,MARINA BAY MRT STATION (NS27),21,PARK STREET,MARINA BAY MRT STATION (NS27),21 PARK STREET MARINA BAY MRT STATION (NS27) SINGAPORE 018925,018925,30367.9547207942,28764.4959340338,1.276410298755,103.854595522263,103.854595522263
NS28,Marina South Pier,滨海南码头,North South Line,南北线,Marina South Pier MRT,MARINA SOUTH PIER MRT STATION (NS28),33,MARINA COASTAL DRIVE,MARINA SOUTH PIER MRT STATION (NS28),33 MARINA COASTAL DRIVE MARINA SOUTH PIER MRT STATION (NS28) SINGAPORE 018948,018948,31241.8260070179,28169.2510934137,1.27102703612006,103.862447515736,103.862447515736
EW1,Pasir Ris,巴西立,East West Line,东西线,Pasir Ris MRT,PASIR RIS MRT STATION (EW1),10,PASIR RIS CENTRAL,PASIR RIS MRT STATION (EW1),10 PASIR RIS CENTRAL PASIR RIS MRT STATION (EW1) SINGAPORE 519634,519634,40905.597462655,39449.9823396821,1.37304331635804,103.949284527763,103.949284527763
EW2,Tampines,淡滨尼,East West Line,东西线,Tampines MRT,TAMPINES WEST MRT STATION (DT31),2,TAMPINES AVENUE 4,TAMPINES WEST MRT STATION (DT31),2 TAMPINES AVENUE 4 TAMPINES WEST MRT STATION (DT31) SINGAPORE 529683,529683,39698.5275852969,36406.0143331178,1.34551530560119,103.938436971222,103.938436971222
EW3,Simei,四美,East West Line,东西线,Simei MRT,SIMEI MRT STATION (EW3),30,SIMEI STREET 3,SIMEI MRT STATION (EW3),30 SIMEI STREET 3 SIMEI MRT STATION (EW3) SINGAPORE 529888,529888,41361.2281713123,36149.7527796105,1.34319707851829,103.953377214378,103.953377214378
EW4,Tanah Merah,丹那美拉,East West Line,东西线,Tanah Merah MRT,TANAH MERAH MRT STATION (EW4),920,NEW UPPER CHANGI ROAD,TANAH MERAH MRT STATION (EW4),920 NEW UPPER CHANGI ROAD TANAH MERAH MRT STATION (EW4) SINGAPORE 467356,467356,40579.0997793637,34379.4316836372,1.32718729074675,103.946348600798,103.946348600798
EW5,Bedok,勿洛,East West Line,东西线,Bedok MRT,SUNGEI BEDOK MRT STATION (TE31 / DT37),3,BEDOK ROAD,SUNGEI BEDOK MRT STATION (TE31 / DT37),3 BEDOK ROAD SUNGEI BEDOK MRT STATION (TE31 / DT37) SINGAPORE 469731,469731,41784.9899015203,33629.1483281609,1.32040148729112,103.957183823478,103.957183823478
EW6,Kembangan,景万岸,East West Line,东西线,Kembangan MRT,KEMBANGAN MRT STATION (EW6),55,SIMS AVENUE EAST,KEMBANGAN MRT STATION (EW6),55 SIMS AVENUE EAST KEMBANGAN MRT STATION (EW6) SINGAPORE 416551,416551,36861.9614935443,33699.3440501876,1.3210381335934,103.912947930851,103.912947930851
EW7,Eunos,友诺士,East West Line,东西线,Eunos MRT,EUNOS MRT STATION (EW7),30,EUNOS CRESCENT,EUNOS MRT STATION (EW7),30 EUNOS CRESCENT EUNOS MRT STATION (EW7) SINGAPORE 409423,409423,35779.9883453855,33560.5858968049,1.31978354916088,103.903225807255,103.903225807255
EW8,Paya Lebar,巴耶利峇,East West Line,东西线,Paya Lebar MRT,PAYA LEBAR MRT STATION (CC9),15,PAYA LEBAR ROAD,PAYA LEBAR MRT STATION (CC9),15 PAYA LEBAR ROAD PAYA LEBAR MRT STATION (CC9) SINGAPORE 409049,409049,34559.6916920897,33280.1181892157,1.3172473854035,103.892260753884,103.892260753884
EW9,Aljunied,阿裕尼,East West Line,东西线,Aljunied MRT,ALJUNIED MRT STATION (EW9),81,LORONG 25 GEYLANG,ALJUNIED MRT STATION (EW9),81 LORONG 25 GEYLANG ALJUNIED MRT STATION (EW9) SINGAPORE 388310,388310,33518.6048692847,33190.002017457,1.3164326118157,103.882906044385,103.882906044385
EW10,Kallang,加冷,East West Line,东西线,Kallang MRT,KALLANG MRT STATION (EW10),5,SIMS AVENUE,KALLANG MRT STATION (EW10),5 SIMS AVENUE KALLANG MRT STATION (EW10) SINGAPORE 387405,387405,32236.6038438473,32643.3302382641,1.31148890998818,103.871386541754,103.871386541754
EW11,Lavender,劳明达,East West Line,东西线,Lavender MRT,LAVENDER MRT STATION (EW11),50,KALLANG ROAD,LAVENDER MRT STATION (EW11),50 KALLANG ROAD LAVENDER MRT STATION (EW11) SINGAPORE 208699,208699,31277.4062337531,32188.7337866109,1.30737781747063,103.862767633888,103.862767633888
EW12,Bugis,武吉士,East West Line,东西线,Bugis MRT,BUGIS MRT STATION (EW12),220,VICTORIA STREET,BUGIS MRT STATION (EW12),220 VICTORIA STREET BUGIS MRT STATION (EW12) SINGAPORE 188022,188022,30491.6000699066,31424.3512713723,1.30046508509717,103.855706730933,103.855706730933
EW13,City Hall,政府大厦,East West Line,东西线,City Hall MRT,CITY HALL MRT STATION (EW13 / NS25),150,NORTH BRIDGE ROAD,CITY HALL MRT STATION (EW13 / NS25),150 NORTH BRIDGE ROAD CITY HALL MRT STATION (EW13 / NS25) SINGAPORE 179100,179100,30144.2503791479,30591.9008128252,1.29293672227779,103.852585580366,103.852585580366
EW14,Raffles Place,莱佛士坊,East West Line,东西线,Raffles Place MRT,RAFFLES PLACE MRT STATION,5,RAFFLES PLACE,RAFFLES PLACE MRT STATION,5 RAFFLES PLACE RAFFLES PLACE MRT STATION SINGAPORE 048618,048618,30019.3313532807,29596.3437267561,1.28393326234538,103.851463066212,103.851463066212
EW15,Tanjong Pagar,丹戎巴葛,East West Line,东西线,Tanjong Pagar MRT,TANJONG PAGAR MRT STATION (EW15),120,MAXWELL ROAD,TANJONG PAGAR MRT STATION (EW15),120 MAXWELL ROAD TANJONG PAGAR MRT STATION (EW15) SINGAPORE 069119,069119,29380.7567437869,28781.1883335691,1.27656131737246,103.845725186759,103.845725186759
EW16,Outram Park,欧南园,East West Line,东西线,Outram Park MRT,OUTRAM PARK MRT STATION,300,EU TONG SEN STREET,OUTRAM PARK MRT STATION,300 EU TONG SEN STREET OUTRAM PARK MRT STATION SINGAPORE 059816,059816,28749.3862473657,29188.1251812782,1.2802415328084,103.840052100136,103.840052100136
EW17,Tiong Bahru,中峇鲁,East West Line,东西线,Tiong Bahru MRT,TIONG BAHRU MRT STATION (EW17),300,TIONG BAHRU ROAD,TIONG BAHRU MRT STATION (EW17),300 TIONG BAHRU ROAD TIONG BAHRU MRT STATION (EW17) SINGAPORE 168731,168731,27346.3322650846,29836.2044219468,1.28610253615775,103.827445112419,103.827445112419
EW18,Redhill,红山,East West Line,东西线,Redhill MRT,REDHILL MRT STATION (EW18),920,TIONG BAHRU ROAD,REDHILL MRT STATION (EW18),920 TIONG BAHRU ROAD REDHILL MRT STATION (EW18) SINGAPORE 158792,158792,26155.053497511,30226.759782847,1.28963453412887,103.81674097205,103.81674097205
EW19,Queenstown,女皇镇,East West Line,东西线,Queenstown MRT,QUEENSTOWN MRT STATION (EW19),301,COMMONWEALTH AVENUE,QUEENSTOWN MRT STATION (EW19),301 COMMONWEALTH AVENUE QUEENSTOWN MRT STATION (EW19) SINGAPORE 149729,149729,24968.2673462247,30770.3911128063,1.29455085184931,103.806077155982,103.806077155982
EW20,Commonwealth,联邦,East West Line,东西线,Commonwealth MRT,COMMONWEALTH MRT STATION (EW20),375,COMMONWEALTH AVENUE,COMMONWEALTH MRT STATION (EW20),375 COMMONWEALTH AVENUE COMMONWEALTH MRT STATION (EW20) SINGAPORE 149735,149735,24094.7951433668,31649.5989169721,1.30250199924325,103.798228523336,103.798228523336
EW21,Buona Vista,波那维斯达,East West Line,东西线,Buona Vista MRT,BUONA VISTA MRT STATION (EW21),100,NORTH BUONA VISTA ROAD,BUONA VISTA MRT STATION (EW21),100 NORTH BUONA VISTA ROAD BUONA VISTA MRT STATION (EW21) SINGAPORE 139345,139345,23207.2578019593,32171.7150982097,1.3072237082044,103.790253514502,103.790253514502
EW22,Dover,杜弗,East West Line,东西线,Dover MRT,DOVER MRT STATION (EW22),200,COMMONWEALTH AVENUE WEST,DOVER MRT STATION (EW22),200 COMMONWEALTH AVENUE WEST DOVER MRT STATION (EW22) SINGAPORE 138677,138677,21914.5509301452,32634.1186314393,1.31140529320963,103.778637841909,103.778637841909
EW23,Clementi,金文泰,East West Line,东西线,Clementi MRT,CLEMENTI MRT STATION (EW23),3150,COMMONWEALTH AVENUE WEST,CLEMENTI MRT STATION (EW23),3150 COMMONWEALTH AVENUE WEST CLEMENTI MRT STATION (EW23) SINGAPORE 129580,129580,20418.1055078562,33044.4944669213,1.31511625277378,103.765191452888,103.765191452888
EW24,Jurong East,裕廊东,East West Line,东西线,Jurong East MRT,JURONG EAST MRT STATION (EW24 / NS1),10,JURONG EAST STREET 12,JURONG EAST MRT STATION (EW24 / NS1),10 JURONG EAST STREET 12 JURONG EAST MRT STATION (EW24 / NS1) SINGAPORE 609690,609690,17869.0570516568,35038.9688695427,1.33315281585758,103.742286332403,103.742286332403
EW25,Chinese Garden,裕华园,East West Line,东西线,Chinese Garden MRT,CHINESE GARDEN MRT STATION (EW25),151,BOON LAY WAY,CHINESE GARDEN MRT STATION (EW25),151 BOON LAY WAY CHINESE GARDEN MRT STATION (EW25) SINGAPORE 609959,609959,16790.7466322081,36056.3018932827,1.34235282081401,103.732596738363,103.732596738363
EW26,Lakeside,湖畔,East West Line,东西线,Lakeside MRT,LAKESIDE MRT STATION (EW26),201,BOON LAY WAY,LAKESIDE MRT STATION (EW26),201 BOON LAY WAY LAKESIDE MRT STATION (EW26) SINGAPORE 649845,649845,15494.4969534362,36267.1470333859,1.34425911493819,103.720949087456,103.720949087456
EW27,Boon Lay,文礼,East West Line,东西线,Boon Lay MRT,BOON LAY MRT STATION (EW27),301,BOON LAY WAY,BOON LAY MRT STATION (EW27),301 BOON LAY WAY BOON LAY MRT STATION (EW27) SINGAPORE 649846,649846,13837.9827195406,35641.9191215802,1.33860405469845,103.706064622772,103.706064622772
EW28,Pioneer,先驱,East West Line,东西线,Pioneer MRT,PIONEER MRT STATION (EW28),31,JURONG WEST STREET 63,PIONEER MRT STATION (EW28),31 JURONG WEST STREET 63 PIONEER MRT STATION (EW28) SINGAPORE 648310,648310,12864.9698331021,35529.5115483906,1.33758701106708,103.697321608474,103.697321608474
EW29,Joo Koon,裕群,East West Line,东西线,Joo Koon MRT,JOO KOON MRT STATION (EW29),91,JOO KOON CIRCLE,JOO KOON MRT STATION (EW29),91 JOO KOON CIRCLE JOO KOON MRT STATION (EW29) SINGAPORE 629116,629116,10756.3379743481,34438.2617777772,1.3277170408447,103.678374996165,103.678374996165
EW30,Gul Circle,卡尔圈 站,East West Line,东西线,Gul Circle MRT,GUL CIRCLE MRT STATION (EW30),7A,TUAS ROAD,GUL CIRCLE MRT STATION (EW30),7A TUAS ROAD GUL CIRCLE MRT STATION (EW30) SINGAPORE 637288,637288,8770.35150132887,33526.5733700171,1.31947090075208,103.660530461345,103.660530461345
EW31,Tuas Crescent,大士弯站,East West Line,东西线,Tuas Crescent MRT,TUAS CRESCENT MRT STATION (EW31),90,PIONEER ROAD,TUAS CRESCENT MRT STATION (EW31),90 PIONEER ROAD TUAS CRESCENT MRT STATION (EW31) SINGAPORE 639608,639608,7495.83786702435,33698.7263109088,1.32102695598684,103.649078235627,103.649078235627
EW32,Tuas West Road,大 士 西 路站,East West Line,东西线,Tuas West Road MRT,TUAS WEST ROAD MRT STATION (EW32),131,PIONEER ROAD,TUAS WEST ROAD MRT STATION (EW32),131 PIONEER ROAD TUAS WEST ROAD MRT STATION (EW32) SINGAPORE 639609,639609,6442.92861192208,34689.3517738562,1.32998504653102,103.639616648771,103.639616648771
EW33,Tuas Link,大士连路站,East West Line,东西线,Tuas Link MRT,TUAS LINK MRT STATION (EW33),20,TUAS WEST DRIVE,TUAS LINK MRT STATION (EW33),20 TUAS WEST DRIVE TUAS LINK MRT STATION (EW33) SINGAPORE 638418,638418,6150.86278806347,35894.3582222275,1.34088242451105,103.636991425128,103.636991425128
CG1,Expo,博览,Changi Airport Branch Line,樟宜机场支线,Expo MRT,EXPO MRT STATION (DT35),2,EXPO DRIVE,EXPO MRT STATION (DT35),2 EXPO DRIVE EXPO MRT STATION (DT35) SINGAPORE 485985,485985,42362.6034600167,35285.7083877847,1.33538252614956,103.962374747451,103.962374747451
CG2,Changi Airport,樟宜机场,Changi Airport Branch Line,樟宜机场支线,Changi Airport MRT,CHANGI AIRPORT MRT STATION (CG2),70,AIRPORT BOULEVARD,CHANGI AIRPORT MRT STATION (CG2),70 AIRPORT BOULEVARD CHANGI AIRPORT MRT STATION (CG2) SINGAPORE 819661,819661,45201.320394692,37729.1933764666,1.35747897447692,103.98788356959,103.98788356959
NE1,HarbourFront,港湾,North East Line,东北线,HarbourFront MRT,HARBOURFRONT MRT STATION (NE1 / CC29),81,TELOK BLANGAH ROAD,HARBOURFRONT MRT STATION (NE1 / CC29),81 TELOK BLANGAH ROAD HARBOURFRONT MRT STATION (NE1 / CC29) SINGAPORE 098867,098867,26688.0367021402,27545.8534260485,1.26538938374901,103.821530157095,103.821530157095
NE3,Outram Park,欧南园,North East Line,东北线,Outram Park MRT,OUTRAM PARK MRT STATION,300,EU TONG SEN STREET,OUTRAM PARK MRT STATION,300 EU TONG SEN STREET OUTRAM PARK MRT STATION SINGAPORE 059816,059816,28749.3862473657,29188.1251812782,1.2802415328084,103.840052100136,103.840052100136
NE4,Chinatown,牛车水,North East Line,东北线,Chinatown MRT,CHINATOWN MRT STATION (DT19),91,UPPER CROSS STREET,CHINATOWN MRT STATION (DT19),91 UPPER CROSS STREET CHINATOWN MRT STATION (DT19) SINGAPORE 058362,058362,29316.0490006926,29628.4789423887,1.28422391919085,103.845143798953,103.845143798953
NE5,Clarke Quay,克拉码头,North East Line,东北线,Clarke Quay MRT,CLARKE QUAY MRT STATION (NE5),10,EU TONG SEN STREET,CLARKE QUAY MRT STATION (NE5),10 EU TONG SEN STREET CLARKE QUAY MRT STATION (NE5) SINGAPORE 059815,059815,29473.1249443376,30088.7037861496,1.28838602407588,103.846555209694,103.846555209694
NE6,Dhoby Ghaut,多美歌,North East Line,东北线,Dhoby Ghaut MRT,DHOBY GHAUT MRT STATION (NS24),11,ORCHARD ROAD,DHOBY GHAUT MRT STATION (NS24),11 ORCHARD ROAD DHOBY GHAUT MRT STATION (NS24) SINGAPORE 238826,238826,29423.9804536467,31229.3163704202,1.29870132536119,103.846113677951,103.846113677951
NE7,Little India,小印度,North East Line,东北线,Little India MRT,LITTLE INDIA MRT STATION (NE7),60,BUKIT TIMAH ROAD,LITTLE INDIA MRT STATION (NE7),60 BUKIT TIMAH ROAD LITTLE INDIA MRT STATION (NE7) SINGAPORE 229900,229900,29817.2085683132,32124.850180177,1.30680019696174,103.849647059738,103.849647059738
NE8,Farrer Park,花拉公园,North East Line,东北线,Farrer Park MRT,FARRER PARK MRT STATION,250,RACE COURSE ROAD,FARRER PARK MRT STATION,250 RACE COURSE ROAD FARRER PARK MRT STATION SINGAPORE 218703,218703,30385.638003313,32825.9104390088,1.31314029963164,103.854754721344,103.854754721344
NE9,Boon Keng,文庆,North East Line,东北线,Boon Keng MRT,BOON KENG MRT STATION (NE9),900,SERANGOON ROAD,BOON KENG MRT STATION (NE9),900 SERANGOON ROAD BOON KENG MRT STATION (NE9) SINGAPORE 328260,328260,31144.045013207,33510.9746132698,1.31933570922514,103.861569454156,103.861569454156
NE10,Potong Pasir,波东巴西,North East Line,东北线,Potong Pasir MRT,POTONG PASIR MRT STATION (NE10),55,UPPER SERANGOON ROAD,POTONG PASIR MRT STATION (NE10),55 UPPER SERANGOON ROAD POTONG PASIR MRT STATION (NE10) SINGAPORE 347694,347694,31977.1667550961,34842.7250955887,1.33137949021368,103.869055656782,103.869055656782
NE11,Woodleigh,兀里,North East Line,东北线,Woodleigh MRT,WOODLEIGH MRT STATION (NE11),400,UPPER SERANGOON ROAD,WOODLEIGH MRT STATION (NE11),400 UPPER SERANGOON ROAD WOODLEIGH MRT STATION (NE11) SINGAPORE 347695,347695,32173.3185749156,35706.3793633711,1.33919004519388,103.87081830915,103.87081830915
NE12,Serangoon,实龙岗,North East Line,东北线,Serangoon MRT,SERANGOON MRT STATION (CC13),21,SERANGOON CENTRAL,SERANGOON MRT STATION (CC13),21 SERANGOON CENTRAL SERANGOON MRT STATION (CC13) SINGAPORE 556082,556082,32390.6852547908,36971.7545485683,1.35063361526525,103.872771660431,103.872771660431
NE13,Kovan,高文,North East Line,东北线,Kovan MRT,KOVAN MRT STATION (NE13),900,UPPER SERANGOON ROAD,KOVAN MRT STATION (NE13),900 UPPER SERANGOON ROAD KOVAN MRT STATION (NE13) SINGAPORE 534799,534799,33758.7578018578,38027.2794417515,1.36017917065237,103.885064856353,103.885064856353
NE14,Hougang,后港,North East Line,东北线,Hougang MRT,HOUGANG MRT STATION (NE14),80,HOUGANG CENTRAL,HOUGANG MRT STATION (NE14),80 HOUGANG CENTRAL HOUGANG MRT STATION (NE14) SINGAPORE 538758,538758,34572.8752453458,39256.1282835789,1.37129226620797,103.892380513029,103.892380513029
NE15,Buangkok,万国,North East Line,东北线,Buangkok MRT,BUANGKOK MRT STATION (NE15),10,SENGKANG CENTRAL,BUANGKOK MRT STATION (NE15),10 SENGKANG CENTRAL BUANGKOK MRT STATION (NE15) SINGAPORE 545061,545061,34655.4250568021,40536.3401684985,1.38287001971672,103.893122569706,103.893122569706
NE16,Sengkang,盛港,North East Line,东北线,Sengkang MRT,SENGKANG MRT STATION (NE16),5,SENGKANG SQUARE,SENGKANG MRT STATION (NE16),5 SENGKANG SQUARE SENGKANG MRT STATION (NE16) SINGAPORE 545062,545062,34918.2740132138,41512.1276907362,1.39169462601522,103.895484694279,103.895484694279
NE17,Punggol,榜鹅,North East Line,东北线,Punggol MRT,PUNGGOL COAST MRT STATION (NE18),101,NEW PUNGGOL ROAD,PUNGGOL COAST MRT STATION (NE18),101 NEW PUNGGOL ROAD PUNGGOL COAST MRT STATION (NE18) SINGAPORE 828604,828604,36552.0706724664,44081.1334630698,1.41492733388605,103.910166388177,103.910166388177
CC1,Dhoby Ghaut,多美歌,Circle Line,环线,Dhoby Ghaut MRT,DHOBY GHAUT MRT STATION (NS24),11,ORCHARD ROAD,DHOBY GHAUT MRT STATION (NS24),11 ORCHARD ROAD DHOBY GHAUT MRT STATION (NS24) SINGAPORE 238826,238826,29423.9804536467,31229.3163704202,1.29870132536119,103.846113677951,103.846113677951
CC2,Bras Basah,百胜,Circle Line,环线,Bras Basah MRT,BRAS BASAH MRT STATION (CC2),65,BRAS BASAH ROAD,BRAS BASAH MRT STATION (CC2),65 BRAS BASAH ROAD BRAS BASAH MRT STATION (CC2) SINGAPORE 189561,189561,29930.7673842637,31025.9015965667,1.29686168649656,103.850667371637,103.850667371637
